UnderlyingSymbol,UnderlyingPrice,Exchange,OptionSymbol,OptionExt,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,IV,Delta,Gamma,Theta,Vega,AKA
AAP,192.04,*,AAP151120C00120000,,call,11/20/2015,10/01/2015,120,0,70.1,73,0,0,0.7762,0.9626,0.1479,-4.5779,5.7985,AAP151120C00120000
AAP,192.04,*,AAP151120P00120000,,put,11/20/2015,10/01/2015,120,0,0,0.5,0,0,0.6916,-0.0246,0.1174,-2.8337,4.102,AAP151120P00120000
AAP,192.04,*,AAP151120C00125000,,call,11/20/2015,10/01/2015,125,0,65.1,68.1,0,0,0.7345,0.957,0.1751,-4.8518,6.4965,AAP151120C00125000
AAP,192.04,*,AAP151120P00125000,,put,11/20/2015,10/01/2015,125,0,0,0.5,0,0,0.6394,-0.0265,0.1352,-2.7893,4.3676,AAP151120P00125000
AAP,192.04,*,AAP151120C00130000,,call,11/20/2015,10/01/2015,130,0,60.1,63.1,0,0,0.6781,0.9537,0.2013,-4.7594,6.8965,AAP151120C00130000
AAP,192.04,*,AAP151120P00130000,,put,11/20/2015,10/01/2015,130,0.55,0.05,0.5,0,23,0.589,-0.0287,0.1566,-2.7405,4.6593,AAP151120P00130000
AAP,192.04,*,AAP151120C00135000,,call,11/20/2015,10/01/2015,135,0,55.2,58.2,0,0,0.6367,0.9468,0.2393,-4.9864,7.6975,AAP151120C00135000
AAP,192.04,*,AAP151120P00135000,,put,11/20/2015,10/01/2015,135,0,0.1,0.6,0,0,0.5592,-0.0353,0.1958,-3.0877,5.5301,AAP151120P00135000
AAP,192.04,*,AAP151120C00140000,,call,11/20/2015,10/01/2015,140,0,50.4,53.3,0,0,0.5947,0.9391,0.285,-5.1785,8.5606,AAP151120C00140000
AAP,192.04,*,AAP151120P00140000,,put,11/20/2015,10/01/2015,140,0.95,0.25,0.65,0,76,0.5187,-0.0406,0.2364,-3.2078,6.1947,AAP151120P00140000
AAP,192.04,*,AAP151120C00145000,,call,11/20/2015,10/01/2015,145,0,45.5,48.5,0,0,0.5624,0.9272,0.346,-5.6179,9.8299,AAP151120C00145000
AAP,192.04,*,AAP151120P00145000,,put,11/20/2015,10/01/2015,145,0.4,0.35,0.75,0,97,0.4851,-0.0488,0.2933,-3.4803,7.1881,AAP151120P00145000
AAP,192.04,*,AAP151120C00150000,,call,11/20/2015,10/01/2015,150,24.4,40.5,43.8,0,0,0.5361,0.9109,0.4231,-6.234,11.4588,AAP151120C00150000
AAP,192.04,*,AAP151120P00150000,,put,11/20/2015,10/01/2015,150,0.85,0.55,1.05,0,4,0.4725,-0.0665,0.3843,-4.3251,9.1731,AAP151120P00150000
AAP,192.04,*,AAP151120C00155000,,call,11/20/2015,10/01/2015,155,0,35.9,38.9,0,0,0.4897,0.8988,0.5086,-6.2542,12.5822,AAP151120C00155000
AAP,192.04,*,AAP151120P00155000,,put,11/20/2015,10/01/2015,155,2.32,0.8,1.3,0,40,0.4467,-0.0837,0.4843,-4.8698,10.9277,AAP151120P00155000
AAP,192.04,*,AAP151120C00160000,,call,11/20/2015,10/01/2015,160,0,31.3,34.3,0,0,0.4639,0.8752,0.6239,-6.8732,14.6183,AAP151120C00160000
AAP,192.04,*,AAP151120P00160000,,put,11/20/2015,10/01/2015,160,1.29,1,1.75,0,21,0.4314,-0.1102,0.6142,-5.7587,13.3846,AAP151120P00160000
AAP,192.04,*,AAP151120C00165000,,call,11/20/2015,10/01/2015,165,0,26.8,29.7,0,0,0.4326,0.8485,0.7633,-7.3081,16.6807,AAP151120C00165000
AAP,192.04,*,AAP151120P00165000,,put,11/20/2015,10/01/2015,165,1.85,1.65,2,7,22,0.3948,-0.1327,0.7644,-6.002,15.2467,AAP151120P00165000
AAP,192.04,*,AAP151120C00170000,,call,11/20/2015,10/01/2015,170,0,22.5,25.2,0,0,0.4019,0.815,0.9347,-7.7163,18.9746,AAP151120C00170000
AAP,192.04,*,AAP151120P00170000,,put,11/20/2015,10/01/2015,170,6.3,2.25,2.65,0,1,0.3775,-0.1724,0.9515,-6.8276,18.1467,AAP151120P00170000
AAP,192.04,*,AAP151120C00175000,,call,11/20/2015,10/01/2015,175,17.9,18.3,21.2,0,11,0.3886,0.7644,1.1144,-8.5869,21.8739,AAP151120C00175000
AAP,192.04,*,AAP151120P00175000,,put,11/20/2015,10/01/2015,175,3.5,3.1,3.4,38,101,0.356,-0.2195,1.1689,-7.4514,21.0184,AAP151120P00175000
AAP,192.04,*,AAP151120C00180000,,call,11/20/2015,10/01/2015,180,4.4,15.6,17,0,15,0.3566,0.712,1.3463,-8.7301,24.25,AAP151120C00180000
AAP,192.04,*,AAP151120P00180000,,put,11/20/2015,10/01/2015,180,5.25,4.3,4.7,10,8,0.3484,-0.2846,1.3702,-8.3605,24.1123,AAP151120P00180000
AAP,192.04,*,AAP151120C00185000,,call,11/20/2015,10/01/2015,185,11.17,12.1,13.3,33,34,0.3352,0.6428,1.5662,-8.965,26.5186,AAP151120C00185000
AAP,192.04,*,AAP151120P00185000,,put,11/20/2015,10/01/2015,185,6.5,5.9,6.4,13,6,0.3428,-0.3592,1.5342,-9.0588,26.5703,AAP151120P00185000
AAP,192.04,*,AAP151120C00190000,,call,11/20/2015,10/01/2015,190,10.1,9.7,10.3,3,82,0.3268,0.5603,1.698,-9.2276,28.0301,AAP151120C00190000
AAP,192.04,*,AAP151120P00190000,,put,11/20/2015,10/01/2015,190,9.4,7.8,8.4,22,24,0.3341,-0.44,1.6611,-9.3031,28.0328,AAP151120P00190000
AAP,192.04,*,AAP151120C00195000,,call,11/20/2015,10/01/2015,195,7.2,7.3,7.9,112,152,0.3249,0.4744,1.7242,-9.2504,28.2956,AAP151120C00195000
AAP,192.04,*,AAP151120P00195000,,put,11/20/2015,10/01/2015,195,0,10.1,10.8,0,0,0.3251,-0.5256,1.723,-9.1237,28.2959,AAP151120P00195000
AAP,192.04,*,AAP151120C00200000,,call,11/20/2015,10/01/2015,200,5.5,4.8,5.8,3,5,0.3186,0.3888,1.6928,-8.7285,27.2445,AAP151120C00200000
AAP,192.04,*,AAP151120P00200000,,put,11/20/2015,10/01/2015,200,13.9,12.9,13.9,1,0,0.3263,-0.6076,1.6575,-8.8234,27.3158,AAP151120P00200000
AAP,192.04,*,AAP151120C00210000,,call,11/20/2015,10/01/2015,210,2.3,2.25,2.95,0,18,0.313,0.2386,1.3929,-6.9236,22.0231,AAP151120C00210000
AAP,192.04,*,AAP151120P00210000,,put,11/20/2015,10/01/2015,210,0,19.7,22.6,0,0,0.3885,-0.708,1.2436,-9.376,24.4081,AAP151120P00210000
AAP,192.04,*,AAP151120C00220000,,call,11/20/2015,10/01/2015,220,0.9,0.65,1.35,0,10,0.3086,0.1292,0.9605,-4.6362,14.9715,AAP151120C00220000
AAP,192.04,*,AAP151120P00220000,,put,11/20/2015,10/01/2015,220,0,28.4,31.2,0,0,0.4174,-0.7883,0.9762,-8.4678,20.583,AAP151120P00220000
AAP,192.04,*,AAP151120C00230000,,call,11/20/2015,10/01/2015,230,0.4,0.25,0.6,0,11,0.3098,0.0652,0.577,-2.8063,9.0302,AAP151120C00230000
AAP,192.04,*,AAP151120P00230000,,put,11/20/2015,10/01/2015,230,0,37.5,40.5,0,0,0.4576,-0.8361,0.7601,-7.9012,17.5674,AAP151120P00230000
AAP,192.04,*,AAP151120C00240000,,call,11/20/2015,10/01/2015,240,0.15,0,0.5,0,5,0.352,0.0501,0.4132,-2.5925,7.3464,AAP151120C00240000
AAP,192.04,*,AAP151120P00240000,,put,11/20/2015,10/01/2015,240,0,47.2,50.4,0,0,0.5199,-0.8556,0.6152,-8.2537,16.1563,AAP151120P00240000
AAP,192.04,*,AAP151120C00250000,,call,11/20/2015,10/01/2015,250,0,0,0.5,0,0,0.402,0.0449,0.3314,-2.7113,6.7296,AAP151120C00250000
AAP,192.04,*,AAP151120P00250000,,put,11/20/2015,10/01/2015,250,0,57.1,60.1,0,0,0.5625,-0.8772,0.5085,-7.9704,14.4468,AAP151120P00250000
AAP,192.04,*,AAP151120C00260000,,call,11/20/2015,10/01/2015,260,0,0,0.5,0,0,0.4488,0.041,0.2758,-2.8122,6.2533,AAP151120C00260000
AAP,192.04,*,AAP151120P00260000,,put,11/20/2015,10/01/2015,260,0,66.9,70.1,0,0,0.6198,-0.8858,0.4384,-8.3436,13.7253,AAP151120P00260000
AAP,192.04,*,AAP151218C00075000,,call,12/18/2015,10/01/2015,75,0,114.7,118,0,0,1.1417,0.9796,0.0485,-3.2421,4.3638,AAP151218C00075000
AAP,192.04,*,AAP151218P00075000,,put,12/18/2015,10/01/2015,75,0,0,0.5,0,0,1.0281,-0.0133,0.0374,-1.9961,3.0319,AAP151218P00075000
AAP,192.04,*,AAP151218C00080000,,call,12/18/2015,10/01/2015,80,0,109.6,113,0,0,1.0698,0.9783,0.0547,-3.2147,4.6126,AAP151218C00080000
AAP,192.04,*,AAP151218P00080000,,put,12/18/2015,10/01/2015,80,0,0,0.5,0,0,0.963,-0.0142,0.0423,-1.9813,3.2129,AAP151218P00080000
AAP,192.04,*,AAP151218C00085000,,call,12/18/2015,10/01/2015,85,0,104.8,108,0,0,1.0024,0.9768,0.0617,-3.185,4.8716,AAP151218C00085000
AAP,192.04,*,AAP151218P00085000,,put,12/18/2015,10/01/2015,85,0,0,0.5,0,0,0.9021,-0.0152,0.0479,-1.9661,3.4038,AAP151218P00085000
AAP,192.04,*,AAP151218C00090000,,call,12/18/2015,10/01/2015,90,0,99.7,103,0,0,0.9389,0.9753,0.0695,-3.1528,5.1422,AAP151218C00090000
AAP,192.04,*,AAP151218P00090000,,put,12/18/2015,10/01/2015,90,0.2,0,0.5,0,3,0.8446,-0.0163,0.0541,-1.9487,3.6037,AAP151218P00090000
AAP,192.04,*,AAP151218C00095000,,call,12/18/2015,10/01/2015,95,0,94.7,98,0,0,0.8788,0.9736,0.0784,-3.1183,5.4266,AAP151218C00095000
AAP,192.04,*,AAP151218P00095000,,put,12/18/2015,10/01/2015,95,0,0,0.5,0,0,0.7902,-0.0174,0.0613,-1.9305,3.816,AAP151218P00095000
AAP,192.04,*,AAP151218C00100000,,call,12/18/2015,10/01/2015,100,0,89.7,92.9,0,0,0.8039,0.974,0.0846,-2.8265,5.3598,AAP151218C00100000
AAP,192.04,*,AAP151218P00100000,,put,12/18/2015,10/01/2015,100,0,0,0.5,0,0,0.7386,-0.0186,0.0694,-1.9106,4.0412,AAP151218P00100000
AAP,192.04,*,AAP151218C00105000,,call,12/18/2015,10/01/2015,105,0,85,88,0,0,0.7676,0.97,0.0999,-3.0423,6.0453,AAP151218C00105000
AAP,192.04,*,AAP151218P00105000,,put,12/18/2015,10/01/2015,105,0.38,0,0.5,0,3,0.6894,-0.0199,0.0788,-1.8893,4.2818,AAP151218P00105000
AAP,192.04,*,AAP151218C00110000,,call,12/18/2015,10/01/2015,110,0,80.1,83,0,0,0.7158,0.9679,0.1132,-3.0002,6.3845,AAP151218C00110000
AAP,192.04,*,AAP151218P00110000,,put,12/18/2015,10/01/2015,110,0.1,0,0.5,0,14,0.6423,-0.0213,0.0897,-1.8659,4.5393,AAP151218P00110000
AAP,192.04,*,AAP151218C00115000,,call,12/18/2015,10/01/2015,115,0,75.1,78.1,0,0,0.6805,0.9632,0.1333,-3.192,7.1486,AAP151218C00115000
AAP,192.04,*,AAP151218P00115000,,put,12/18/2015,10/01/2015,115,1,0,0.5,0,150,0.5972,-0.0229,0.1024,-1.8416,4.8187,AAP151218P00115000
AAP,192.04,*,AAP151218C00120000,,call,12/18/2015,10/01/2015,120,38.4,70.2,73.2,0,0,0.6449,0.958,0.1566,-3.3658,7.957,AAP151218C00120000
AAP,192.04,*,AAP151218P00120000,,put,12/18/2015,10/01/2015,120,0.35,0.05,0.5,0,18,0.5539,-0.0246,0.1173,-1.815,5.1215,AAP151218P00120000
AAP,192.04,*,AAP151218C00125000,,call,12/18/2015,10/01/2015,125,0,65.2,68.3,0,0,0.6091,0.9523,0.1837,-3.521,8.8159,AAP151218C00125000
AAP,192.04,*,AAP151218P00125000,,put,12/18/2015,10/01/2015,125,4.55,0.1,0.6,0,1,0.5295,-0.0301,0.1453,-2.0532,6.0616,AAP151218P00125000
AAP,192.04,*,AAP151218C00130000,,call,12/18/2015,10/01/2015,130,43,60.3,63.4,0,0,0.5731,0.946,0.2155,-3.657,9.7332,AAP151218C00130000
AAP,192.04,*,AAP151218P00130000,,put,12/18/2015,10/01/2015,130,0.25,0.25,0.5,10,34,0.4718,-0.0287,0.1565,-1.7557,5.8187,AAP151218P00130000
AAP,192.04,*,AAP151218C00135000,,call,12/18/2015,10/01/2015,135,0,55.4,58.5,0,0,0.537,0.939,0.2533,-3.7728,10.7178,AAP151218C00135000
AAP,192.04,*,AAP151218P00135000,,put,12/18/2015,10/01/2015,135,1,0.3,0.8,0,17,0.4746,-0.0428,0.2162,-2.4542,8.0872,AAP151218P00135000
AAP,192.04,*,AAP151218C00140000,,call,12/18/2015,10/01/2015,140,34.8,50.5,53.5,0,5,0.492,0.9339,0.294,-3.6821,11.4,AAP151218C00140000
AAP,192.04,*,AAP151218P00140000,,put,12/18/2015,10/01/2015,140,2.15,0.45,0.95,0,102,0.4504,-0.0521,0.2666,-2.724,9.4606,AAP151218P00140000
AAP,192.04,*,AAP151218C00145000,,call,12/18/2015,10/01/2015,145,29,45.8,48.7,0,6,0.4642,0.9221,0.3537,-3.9376,12.9368,AAP151218C00145000
AAP,192.04,*,AAP151218P00145000,,put,12/18/2015,10/01/2015,145,1.65,0.65,1.05,0,18,0.4191,-0.0606,0.3226,-2.8543,10.6557,AAP151218P00145000
AAP,192.04,*,AAP151218C00150000,,call,12/18/2015,10/01/2015,150,40.9,41.1,44.1,7,1,0.4479,0.9031,0.4313,-4.4594,15.2231,AAP151218C00150000
AAP,192.04,*,AAP151218P00150000,,put,12/18/2015,10/01/2015,150,2.7,0.95,2,0,439,0.4492,-0.0974,0.4318,-4.3876,15.2862,AAP151218P00150000
AAP,192.04,*,AAP151218C00155000,,call,12/18/2015,10/01/2015,155,24.8,36.5,39.4,0,9,0.4209,0.8852,0.5189,-4.7331,17.21,AAP151218C00155000
AAP,192.04,*,AAP151218P00155000,,put,12/18/2015,10/01/2015,155,3.8,1.3,1.85,0,380,0.3951,-0.1025,0.5094,-4.0023,15.8604,AAP151218P00155000
AAP,192.04,*,AAP151218C00160000,,call,12/18/2015,10/01/2015,160,20.3,31.9,34.8,0,17,0.3965,0.8623,0.6254,-5.0563,19.5413,AAP151218C00160000
AAP,192.04,*,AAP151218P00160000,,put,12/18/2015,10/01/2015,160,2.5,1.7,2.4,0,211,0.3822,-0.1304,0.6248,-4.5913,18.8174,AAP151218P00160000
AAP,192.04,*,AAP151218C00165000,,call,12/18/2015,10/01/2015,165,28,27.5,30.3,1,71,0.3731,0.8338,0.753,-5.3841,22.1396,AAP151218C00165000
AAP,192.04,*,AAP151218P00165000,,put,12/18/2015,10/01/2015,165,6.65,2.15,3.1,0,288,0.3698,-0.1645,0.7545,-5.1895,21.989,AAP151218P00165000
AAP,192.04,*,AAP151218C00170000,,call,12/18/2015,10/01/2015,170,12.92,23.3,26.5,0,30,0.3732,0.787,0.8773,-6.2568,25.7977,AAP151218C00170000
